oui,manufacturer,registry,short_name,device_type,address,sources
00:17:3B,"Cisco Systems, Inc",MA-L,,,"170 West Tasman Dr. San Jose CA US 95134-1706",IEEE+Nmap
00:40:0B,"Cisco Systems, Inc",MA-L,,,"170 WEST TASMAN DRIVE SAN JOSE CA US 95134-1706",IEEE+Nmap
00:60:09,"Cisco Systems, Inc",MA-L,,,"170 WEST TASMAN DRIVE SAN JOSE CA US 95134-1706",IEEE+Nmap
00:60:47,"Cisco Systems, Inc",MA-L,,,"170 WEST TASMAN DRIVE SAN JOSE CA US 95134-1706",IEEE+Nmap
00:06:C1,"Cisco Systems, Inc",MA-L,,,"170 WEST TASMAN DRIVE SAN JOSE CA US 95134-1706",IEEE+Nmap
00:E0:14,"Cisco Systems, Inc",MA-L,,,"170 WEST TASMAN DRIVE SAN JOSE CA US 95134-1706",IEEE+Nmap
00:E0:1E,"Cisco Systems, Inc",MA-L,,,"170 WEST TASMAN DRIVE SAN JOSE CA US 95134-1706",IEEE+Nmap
AC:F2:C5,"Cisco Systems, Inc",MA-L,,,"170 West Tasman Drive San Jose CA US 95134",IEEE+Nmap
84:28:5A,"Saffron Solutions Inc",MA-L,,,"1337 Mass Ave #273 Arlington MA US 02476",IEEE+Nmap
80:A1:AB,"Intellisis",MA-L,,,"10350 Science Center Dr San Diego CA US 92121",IEEE+Nmap
F8:32:E4,"ASUSTek COMPUTER INC.",MA-L,,,"15,Li-Te Rd., Peitou, Taipei 112, Taiwan Taipei Taiwan TW 112 ",IEEE+Nmap
00:10:FF,"Cisco Systems, Inc",MA-L,,,"170 WEST TASMAN DRIVE SAN JOSE CA US 95134-1706",IEEE+Nmap
34:BD:C8,"Cisco Systems, Inc",MA-L,,,"170 West Tasman Drive San Jose CA US 95134",IEEE+Nmap
54:A2:74,"Cisco Systems, Inc",MA-L,,,"170 West Tasman Drive San Jose CA US 95134",IEEE+Nmap
58:97:BD,"Cisco Systems, Inc",MA-L,,,"170 West Tasman Drive San Jose CA US 95134",IEEE+Nmap
04:6C:9D,"Cisco Systems, Inc",MA-L,,,"170 West Tasman Drive San Jose CA US 95134",IEEE+Nmap
14:13:57,"ATP Electronics, Inc.",MA-L,,,"2590 North First Street Suite 150 San Jose CA US 95131",IEEE+Nmap
F4:4B:2A,"Cisco SPVTG",MA-L,,,"5030 Sugarloaf Parkway Lawrenceville GA US 30044",IEEE+Nmap
3C:8C:F8,"TRENDnet, Inc.",MA-L,,,"20675 Manhattan Place Torrance CA US 90501",IEEE+Nmap
78:D6:B2,"Toshiba",MA-L,,,"2-9,Suehiro-Cho Ome Tokyo JP 1988710 ",IEEE+Nmap
C0:4A:09,"Zhejiang Everbright Communication Equip. Co,. Ltd",MA-L,,,"291# Wei 19th Rd. Wenzhou Zhejiang CN 325600",IEEE+Nmap
F0:0D:5C,"JinQianMao Technology Co.,Ltd.",MA-L,,,"58#,Jiangbin Road,Taijiang District Fuzhou Fujian CN 350009 ",IEEE+Nmap
2C:08:1C,"OVH",MA-L,,,"2, rue Kellermann Roubaix Nord FR 59100 ",IEEE+Nmap
30:E0:90,"Linctronix Ltd",MA-L,,,"​9F-1, No.66, Chongqing Rd., Banqiao Dist., China TW 22063 ",IEEE+Nmap
70:BF:3E,"Charles River Laboratories",MA-L,,,"1023 Wappoo Road Suite 43B Charleston SC US 29407",IEEE+Nmap
D8:48:EE,"Hangzhou Xueji Technology Co., Ltd.",MA-L,,,"Room 1902, Tower D, West Intime City Hangzhou Zhejiang CN 310012 ",IEEE+Nmap
88:C2:42,"Poynt Co.",MA-L,,,"490 S. California Avenue Palo Alto California US 94306",IEEE+Nmap
E8:34:3E,"Beijing Infosec Technologies Co., LTD.",MA-L,,,"Floor 4, Tower C, Global Finance and News Center Beijing Beijing CN 100052 ",IEEE+Nmap
C4:AD:F1,"GOPEACE Inc.",MA-L,,,"Woolim Bldg B-916, 14 Sagimakgol-ro 45beon-gil, Jungwon-gu Seongnam Gyeonggi KR 13209 ",IEEE+Nmap
58:F4:96,"Source Chain",MA-L,,,"#407-4 eBIZ.Center Seoul seoul KR ASI|KR|KS013|SEOUL",IEEE+Nmap
80:B7:09,"Viptela, Inc",MA-L,,,"1740 Technology Drive, Ste#500 San Jose California US 95110 ",IEEE+Nmap
74:18:65,"Shanghai DareGlobal Technologies Co.,Ltd",MA-L,,,"22F NO.1555 Kongjiang RD  Shanghai CN 200092",IEEE+Nmap
00:84:ED,"Private",MA-L,,,"",IEEE+Nmap
DC:DC:07,"TRP Systems BV",MA-L,,,"Televisieweg 159 1322 BH  Almere Almere - NL -",IEEE+Nmap
08:0A:4E,"Planet Bingo® — 3rd Rock Gaming®",MA-L,,,"75190 Gerald Ford Dr. Palm Desert CA US 92211",IEEE+Nmap
0C:1A:10,"Acoustic Stream",MA-L,,,"3213 W Wheeler Street Seattle WA US 98199",IEEE+Nmap
E4:A3:87,"Control Solutions LLC",MA-L,,,"2520 Diehl Rd Aurora IL US 60502",IEEE+Nmap
DC:82:F6,"iPort",MA-L,,,"236 Calle Pintoresco San Clemente CA US 92672",IEEE+Nmap
C4:9E:41,"G24 Power Limited",MA-L,,,"South Lake Drive Newport Gwent GB NP10 8AS",IEEE+Nmap
D0:3E:5C,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,,,"No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 ",IEEE+Nmap
C8:A9:FC,"Goyoo Networks Inc.",MA-L,,,"Building D, Kelin Blocks, No.107, Dongsi North St, Beijing Beijing CN 100007 ",IEEE+Nmap
C4:9F:F3,"Mciao Technologies, Inc.",MA-L,,,"Room304, Building 1, No.288 Qiuyi Rd., Binjiang District Hangzhou Zhejiang CN 310052 ",IEEE+Nmap
7C:2B:E1,"Shenzhen Ferex Electrical Co.,Ltd",MA-L,,,"Block 2,Jiuzhou Industrial Park,Gongming Shenzhen Guangdong CN 518107 ",IEEE+Nmap
30:FF:F6,"HangZhou KuoHeng Technology Co.,ltd",MA-L,,,"No.368,Wangjiali,Chang'ancun Industrial Park,Wenyan Town, Xiaoshan District, Hangzhou, CHina HangZhou ZheJiang CN 311258 ",IEEE+Nmap
58:53:C0,"Beijing Guang Runtong Technology Development Company co.,Ltd",MA-L,,,"Beijing city Haidian District North Third Ring Road 48, Beijing science and Technology Exhibition Center 1 building B block, room 18H Beijing Bejing CN 100000 ",IEEE+Nmap
50:31:AD,"ABB Global Industries and Services Private Limited",MA-L,,,"21st floor, World Trade Center Bangalore Karnataka IN 560055 ",IEEE+Nmap
30:A2:43,"Shenzhen Prifox Innovation Technology Co., Ltd.",MA-L,,,"Room B905, Bldg 4, Software Industry Park, Shenzhen Guangdong Province  518057 ",IEEE+Nmap
2C:A5:39,"Parallel Wireless, Inc",MA-L,,,"1 Tara Blvd Nashua NH US 03062",IEEE+Nmap
FC:33:5F,"Polyera",MA-L,,,"8045 Lamon Avenue Skokie IL US 60077",IEEE+Nmap
A8:C8:7F,"Roqos, Inc.",MA-L,,,"1775 Greensboro Station Place Mclean Virginia US 22102",IEEE+Nmap
C0:25:A2,"NEC Platforms, Ltd.",MA-L,,,"2-3 Kandatsukasamachi Chiyodaku Tokyo JP 101-8532",IEEE+Nmap
78:53:F2,"ROXTON Ltd.",MA-L,,,"15 Ostapovsky proezd Moscow Moscow RU 109316",IEEE+Nmap
94:BB:AE,"Husqvarna AB",MA-L,,,"Drottninggatan 2 Huskvarna Sweden SE 56131",IEEE+Nmap
AC:89:95,"AzureWave Technology Inc.",MA-L,,,"8F., No. 94, Baozhong Rd. New Taipei City Taiwan TW 231 ",IEEE+Nmap
F8:98:B9,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,,,"No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 ",IEEE+Nmap
1C:49:7B,"Gemtek Technology Co., Ltd.",MA-L,,,"No. 1 Jen Ai Road Hsinchu Industrial Park Hukou, Hsinchu 30352 TAIWAN, REPUBLIC OF CHINA Hsinchu TAIWAN TW 30352 ",IEEE+Nmap
2C:CF:58,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,,,"No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 ",IEEE+Nmap
54:FF:82,"Davit Solution co.",MA-L,,,"103-301,Geudaegapremier,21 Deagyeong-Daero 1484beon-Gil Suwon-Si Gyeonggi-Do KR KS002 ",IEEE+Nmap
D4:45:E8,"Jiangxi Hongpai Technology Co., Ltd.",MA-L,,,"5th Floor,C Region, Zhejiang University Science Park,No. 698, Nanchang Jiangxi CN 330096 ",IEEE+Nmap
84:79:73,"Shanghai Baud Data Communication Co.,Ltd.",MA-L,,,"NO.123 JULI RD PUDONG ZHANGJIANG HIGH-TECH PARK SHANGHAI CN 201203",IEEE+Nmap
90:6F:18,"Private",MA-L,,,"",IEEE+Nmap
88:1B:99,"SHENZHEN XIN FEI JIA ELECTRONIC CO. LTD.",MA-L,,,"#4 BULIDING, HIGH TECH INDUSTRIAL PARK, HE PING COMMUNITY GUANGDONG N/A CN 518000 ",IEEE+Nmap
68:12:95,"Lupine Lighting Systems GmbH",MA-L,,,"Winnberger Weg 11 Neumarkt Bavaria DE 92318",IEEE+Nmap
64:9A:12,"P2 Mobile Technologies Limited",MA-L,,,"Unit 708, 7/F, Bio-Informatics Centre, No.2 Science Park West Avenue, Hong Kong Hong Kong HK 00000 ",IEEE+Nmap
E4:C2:D1,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,,,"No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 ",IEEE+Nmap
DC:3C:F6,"Atomic Rules LLC",MA-L,,,"287 Chester Rd Auburn NH US 03032",IEEE+Nmap
3C:31:78,"Qolsys Inc.",MA-L,,,"1900 The Alameda San Jose Ca US 95126",IEEE+Nmap
08:3A:5C,"Junilab, Inc.",MA-L,,,"#205 107 Gyounggyo-Ro, Yeongtong-Gu, Suwon Suwon Gyeonggi-Do KR 443-766 ",IEEE+Nmap
4C:AE:31,"ShengHai Electronics (Shenzhen) Ltd",MA-L,,,"Block 17&18,Hui Ming Ying Industry,YanChuan,SongGang Shenzhen Guangdong CN 518105 ",IEEE+Nmap
F0:D6:57,"ECHOSENS",MA-L,,,"30 Place d'Italie PARIS 13 Ile de France FR 75013",IEEE+Nmap
24:69:3E,"innodisk Corporation",MA-L,,,"5F., No. 237, Sec. 1, Datong Rd., Xizhi Dist. New Taipei City Taiwan TW 221 ",IEEE+Nmap
E4:8D:8C,"Routerboard.com",MA-L,,,"Mikrotikls SIA Riga Riga LV LV1009",IEEE+Nmap
C0:DC:6A,"Qingdao Eastsoft Communication Technology Co.,LTD",MA-L,,,"Shandong QINGDAO, No. 16A, Shangqing Road, Shibei District QINGDAO Shandong CN 266023 ",IEEE+Nmap
64:59:F8,"Vodafone Omnitel B.V.",MA-L,,,"VIA JERVIS, 13 10015 IVREA (TO)   IT  ",IEEE+Nmap
08:2C:B0,"Network Instruments",MA-L,,,"10701 Red Circle Dr Minnetonka Minnesota US 55343",IEEE+Nmap
48:50:73,"Microsoft Corporation",MA-L,,,"1 Microsoft Way Redmond Washington FI 98052",IEEE+Nmap
3C:A3:1A,"Oilfind International LLC",MA-L,,,"12651 Briar Forest Dr, Suite 151 Houston Texas US 77077 ",IEEE+Nmap
A4:24:DD,"Cambrionix Ltd",MA-L,,,"St Johns Innovation Centre Cambridge Cambridgeshire GB CB4 0WS",IEEE+Nmap
88:A2:D7,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,,,"No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 ",IEEE+Nmap
D8:9A:34,"Beijing SHENQI Technology Co., Ltd.",MA-L,,,"No.6 Shang Di West Road  Haidian District Beijing CN 100085",IEEE+Nmap
1C:AD:D1,"Bosung Electronics Co., Ltd.",MA-L,,,"74-12, Saemaeul-ro. Gumi-si Gyeongsangbuk-do KR 730-930 ",IEEE+Nmap
24:E5:AA,"Philips Oral Healthcare, Inc.",MA-L,,,"22100 Bothell Everett Hwy Bothell WA US 98021",IEEE+Nmap
88:CB:A5,"Suzhou Torchstar Intelligent Technology Co.,Ltd",MA-L,,,"Rm1704B,Business Building, No.181, Cuiyuan Rd.,SIP Suzhou Jiangsu Province CN 215000 ",IEEE+Nmap
04:61:69,"MEDIA GLOBAL LINKS CO., LTD.",MA-L,,,"580-16, Horikawa-cho Kawasaki Kanagawa JP 212-0013 ",IEEE+Nmap
AC:56:2C,"LAVA INTERNATIONAL(H.K) LIMITED",MA-L,,,"UNIT L 1/F MAU LAM COMM BLDG 16-18 Hong Kong  CN",IEEE+Nmap
3C:CE:15,"Mercedes-Benz USA, LLC",MA-L,,,"One Mercedes Drive Montvale NJ US 07645",IEEE+Nmap
84:DF:19,"Chuango Security Technology Corporation",MA-L,,,"6-17, Overseas Students Pioneer Park, Fuzhou Fujian CN 350015 ",IEEE+Nmap
3C:47:11,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,,,"No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 ",IEEE+Nmap
24:5B:F0,"Liteon, Inc.",MA-L,,,"3001 Summit Avenue, Suite 400 Plano Tx US 75074 ",IEEE+Nmap
FC:FE:C2,"Invensys Controls UK Limited",MA-L,,,"401 Southway Drive Plymouth Devon GB Pl6 6QT",IEEE+Nmap
E8:F2:E2,"LG Innotek",MA-L,,,"26, Hanamsandan 5beon-ro Gwangju Gwangsan-gu KR 506-731 ",IEEE+Nmap
AC:67:6F,"Electrocompaniet A.S.",MA-L,,,"Breivikveien 7 Tau Rogaland NO 4120",IEEE+Nmap
4C:B8:2C,"Cambridge Mobile Telematics, Inc.",MA-L,,,"One Broadway, 14th Floor Cambridge MA US 02142 ",IEEE+Nmap
F0:22:4E,"Esan electronic co.",MA-L,,,"D&I Building 2nd floor Gun-Po Kyunggido KR 435-862",IEEE+Nmap
B0:41:1D,"ITTIM Technologies",MA-L,,,"B1606, No.6, Zhongguancun South Street, Beijing Beijing CN 100086 ",IEEE+Nmap
7C:B2:5C,"Acacia Communications",MA-L,,,"3 Clock Tower Place Maynard MA US 01754",IEEE+Nmap
78:EB:39,"Instituto Nacional de Tecnología Industrial",MA-L,,,"Av. Gral. Paz 5445 San Martín Buenos Aires AR 1650",IEEE+Nmap
EC:EE:D8,"ZTLX Network Technology Co.,Ltd",MA-L,,,"Unit 703,No 77,CuShaHuan ZhuHai GuangDong CN 519000 ",IEEE+Nmap
F8:5B:9C,"SB SYSTEMS Co.,Ltd",MA-L,,,"2F Ventureforum, 323, Pangyo-ro, Bundang-gu Seongnam-si Gyeonngi-do KR 453-400 ",IEEE+Nmap
7C:A2:37,"King Slide Technology CO., LTD.",MA-L,,,"No. 6, Luke 9th Rd., Kaohsiung Taiwan TW 82151 ",IEEE+Nmap
84:73:03,"Letv Mobile and Intelligent Information Technology (Beijing) Corporation Ltd.",MA-L,,,"5th floor,Hongchengxintai building,No.105,Yaojiayuan Road,Chaoyang District,Beijing Beijing Chaoyang CN 100025 ",IEEE+Nmap
B0:49:5F,"OMRON HEALTHCARE Co., Ltd.",MA-L,,,"53, Kunotsubo, Terado-cho Muko Kyoto JP 6170002 ",IEEE+Nmap
F4:47:13,"Leading Public Performance Co., Ltd.",MA-L,,,"137/77-78 Moo 1 Nanthanagarden Soi 12 Pathum-Rangsit Road Banklang Muang Pathumthani 12000 Thailand Pathumthani Pathumthani TH 12000",IEEE+Nmap
D4:52:2A,"TangoWiFi.com",MA-L,,,"TangoWiFi Team Beijing Beijing CN 100022",IEEE+Nmap
B0:EC:E1,"Private",MA-L,,,"",IEEE+Nmap
40:7F:E0,"Glory Star Technics (ShenZhen) Limited",MA-L,,,"4/f, West Block, Xi Li Village, Xin Wu Industry Bldg., Nan Shan District, ShenZhen, China Shenzhen China CN  ",IEEE+Nmap
BC:5C:4C,"ELECOM CO.,LTD.",MA-L,,,"11F Tokyubancho Bldg. 6-2, Chiyoda-ku Tokyo JP 102-0081 ",IEEE+Nmap
6C:A7:5F,"zte corporation",MA-L,,,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen guangdong CN 518057 ",IEEE+Nmap
C8:C5:0E,"Shenzhen Primestone Network Technologies.Co., Ltd.",MA-L,,,"Room 705,Complex Building, Tsinghua Hi-Tech Park Shenzhen Guangdong CN 518057 ",IEEE+Nmap
9C:BE:E0,"Biosoundlab Co., Ltd.",MA-L,,,"(Sangdaewon-dong, Sunil Technopia 907-908ho) Jungwon-gu Seongnam-si Gyeonggi-do, KR 462726 ",IEEE+Nmap
5C:5B:35,"Mist Systems, Inc.",MA-L,,,"4410 El Camino Real Los Altos CA US 94022",IEEE+Nmap
E8:07:BF,"SHENZHEN BOOMTECH INDUSTRY CO.,LTD",MA-L,,,"Floor 6 East, Bldg 6, Yusheng Industrial Area, Xixiang, Bao'an District Shenzhen Guangdong CN 518000 ",IEEE+Nmap
E8:16:2B,"IDEO Security Co., Ltd.",MA-L,,,"1404, Seoul Forest IT Valley, 77, Seongsuil-ro Seongdong-gu, SEOUL KR 133-822 ",IEEE+Nmap
70:9F:2D,"zte corporation",MA-L,,,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen guangdong CN 518057 ",IEEE+Nmap
EC:E2:FD,"SKG Electric Group(Thailand) Co., Ltd.",MA-L,,,"3F,The Second Building,Sanhe village , Longhua Rd, Baoan Dist., Shenzhen, China Shenzhen Guangdong CN 518301 ",IEEE+Nmap
88:E6:03,"Avotek corporation",MA-L,,,"9-17, Dongil-ro 174-gil, Nowon-gu, Seoul Seoul Seoul KR 139-808 ",IEEE+Nmap
74:E2:8C,"Microsoft Corporation",MA-L,,,"1 Microsoft Way Redmond Washington FI 98052",IEEE+Nmap
94:F1:9E,"HUIZHOU MAORONG INTELLIGENT TECHNOLOGY CO.,LTD",MA-L,,,"China Guangdong Huizhou Huizhou Guangdong CN 516000",IEEE+Nmap
C4:92:4C,"KEISOKUKI CENTER CO.,LTD.",MA-L,,,"2-6-7 SAKANE KAWANISHI-CITY HYOGO JP 666-0021",IEEE+Nmap
E4:F9:39,"Minxon Hotel Technology INC.",MA-L,,,"3F, No.37, Dongxing Rd., Xinyi Dist. Taipei Taiwan TW 11070 ",IEEE+Nmap
38:C7:0A,"WiFiSong",MA-L,,,"Rm. 605, Building 3, No. 75 Wenyi West Road Hangzhou Zhengjiang CN 310012 ",IEEE+Nmap
60:E6:BC,"Sino-Telecom Technology Co.,Ltd.",MA-L,,,"6F, Building 2, No.115, Lane 1276 Nanle Rd   CN 201613 ",IEEE+Nmap
48:6E:FB,"Davit System Technology Co., Ltd.",MA-L,,,"#304 Hanlim Human Tower, LS-Ro 172 Gunpo-si Gyeonggi-Do KR 435-824 ",IEEE+Nmap
34:0A:22,"TOP-ACCESS ELECTRONICS CO LTD",MA-L,,,"No. 2 Building  MingZhi Street BaoAn District,ShenzheN CN 518131 ",IEEE+Nmap
B0:08:BF,"Vital Connect, Inc.",MA-L,,,"900 E HAMILTON AVE STE 500 CAMPBELL CA US 95008-0667",IEEE+Nmap
48:54:15,"NET RULES TECNOLOGIA EIRELI",MA-L,,,"Rua Madre Cabrini, 240 - 7°andar São Paulo São Paulo BR 04020000 ",IEEE+Nmap
70:C7:6F,"INNO S",MA-L,,,"215beon-gil, 119 Guri-si Gyeonggi-do KR 471-060 ",IEEE+Nmap
70:4E:66,"SHENZHEN FAST TECHNOLOGIES CO.,LTD",MA-L,,,"Room 202,Building No.5,Section 30,No.2 of Kefa Road,Nanshan District,Shenzhen,P.R.China Shenzhen Guangdong CN 518057 ",IEEE+Nmap
40:9B:0D,"Shenzhen Yourf Kwan Industrial Co., Ltd",MA-L,,,"MCN Edifice 5D, R1 Building, No.21 4th Hi-tech Road South, High-tech Industrial Park(south) Shenzhen Guangdong CN 518057 ",IEEE+Nmap
C4:08:80,"Shenzhen UTEPO Tech Co., Ltd.",MA-L,,,"5/F Western Block, M-8 Building, Shenzhen Guangdong CN 518057 ",IEEE+Nmap
94:C0:38,"Tallac Networks",MA-L,,,"6528 Lonetree Blvd. Rocklin CA US 95765",IEEE+Nmap
80:19:67,"Shanghai Reallytek Information Technology Co.,Ltd",MA-L,,,"906 Room,No.1 Building,No.3000 Longdong Avenue  Shanghai CN 201203 ",IEEE+Nmap
68:36:B5,"DriveScale, Inc.",MA-L,,,"530 Lakeside Dr. #190 Sunnyvale CALIFORNIA US 94085",IEEE+Nmap
2C:F7:F1,"Seeed Technology Inc.",MA-L,,," 5th Floor, 8th Building, Shiling industrial Park, XiLi Town, NanShan dist. Shenzhen ShenZhen GuangDong CN 518055 ",IEEE+Nmap
F8:84:79,"Yaojin Technology(Shenzhen)Co.,Ltd",MA-L,,,"Yaojin Park, Shui Tian No.4 Industrial Area ShiYan Tow, SHENZHEN GUANGDONG CN 518108 ",IEEE+Nmap
4C:48:DA,"Beijing Autelan Technology Co.,Ltd",MA-L,,,"1-4F, 3rd Area, 9#Building Zhongguancun Software Park  Beijing CN 100193 ",IEEE+Nmap
90:17:9B,"Nanomegas",MA-L,,,"BD Ed.Machtens 79/22 BXL Molenbeek BE 1080",IEEE+Nmap
30:77:CB,"Maike Industry(Shenzhen)CO.,LTD",MA-L,,,"Maike Industrial Garden, Sanwei village, Shenzhen Guangdong CN 518100 ",IEEE+Nmap
34:28:F0,"ATN International Limited",MA-L,,,"4210, Office Tower, Convention Plaza Hong Kong Hong Kong HK 00000 ",IEEE+Nmap
EC:3C:5A,"SHEN ZHEN HENG SHENG HUI DIGITAL TECHNOLOGY CO.,LTD",MA-L,,,"5A 6FLOOR, BLOCK C12, FUYUAN INDUSTRIAL AREA, ZHOU SHI ROAD, SHENZHEN GUANGDONG CN 518102 ",IEEE+Nmap
8C:05:51,"Koubachi AG",MA-L,,,"Technoparkstrasse 1 Zurich Zurich CH 8005",IEEE+Nmap
E8:87:A3,"Loxley Public Company Limited",MA-L,,,"102 Na Ranong Road, Klongtoey,  Bangkok TH 10110 ",IEEE+Nmap
10:FA:CE,"Reacheng Communication Technology Co.,Ltd",MA-L,,,"Building No.5-401, Pu Dong New District, Shanghai CN 201203 ",IEEE+Nmap
D8:CB:8A,"Micro-Star INTL CO., LTD.",MA-L,,,"No.69, Lide St., New Taipei City Taiwan TW 235 ",IEEE+Nmap
A8:D0:E3,"Systech Electronics Ltd.",MA-L,,,"Lever Tech Centre, 69-71 King Yip Street,   HK 852 ",IEEE+Nmap
84:63:D6,"Microsoft Corporation",MA-L,,,"1 Microsoft Way Redmond Washington FI 98052",IEEE+Nmap
78:B3:B9,"ShangHai sunup lighting CO.,LTD",MA-L,,,"RM2508,Building 2,1077# Zu Chong Zhi Rd,Zhang Jiang Hi-Tech Park,Pudong New Area,ShangHai,China shanghai shanghai CN 201203 ",IEEE+Nmap
18:65:71,"Top Victory Electronics (Taiwan) Co., Ltd.",MA-L,,,"14F,No.166,Jian 1st Rd New Taipei City Taiwan TW 23511 ",IEEE+Nmap
F8:BC:41,"Rosslare Enterprises Limited",MA-L,,,"Flat 912 Wing Fat Industrial Building Kowloon Bay Kowloon HK",IEEE+Nmap
84:86:F3,"Greenvity Communications",MA-L,,,"673 S. Milpitas Blvd Suite 204 Milpitas California US 95035",IEEE+Nmap
20:5C:FA,"Yangzhou ChangLian Network Technology Co,ltd.",MA-L,,,"No.60, Shangfang Temple Road Yangzhou City Jiangsu CN 225000 ",IEEE+Nmap
8C:18:D9,"Shenzhen RF Technology Co., Ltd",MA-L,,,"5/F,Building 4,Baokun Science and Technology Industial Park Baoan Guangdong CN 518100 ",IEEE+Nmap
60:99:D1,"Vuzix / Lenovo",MA-L,,,"2166 Brighton Henrietta Town Line Road Rochester NY US 14623",IEEE+Nmap
34:F6:D2,"Panasonic Taiwan Co.,Ltd.",MA-L,,,"579,Yuan Shan Road New Taipei Taiwan  235 ",IEEE+Nmap
DC:2F:03,"Step forward Group Co., Ltd.",MA-L,,,"1/3 Park Village Rama2 Floor 2   C2-2 Bangkok Bangkok TH 10150",IEEE+Nmap
58:21:36,"KMB systems, s.r.o.",MA-L,,,"Dr. M. Horakove 559 Liberec Czech Republic CZ 46006",IEEE+Nmap
00:AE:FA,"Murata Manufacturing Co., Ltd.",MA-L,,,"1-10-1, Higashikotari Nagaokakyo-shi Kyoto JP 617-8555 ",IEEE+Nmap
8C:DF:9D,"NEC Corporation",MA-L,,,"7-1, Shiba 5-chome, Tokyo Tokyo JP 108-8001 ",IEEE+Nmap
F8:E9:03,"D-Link International",MA-L,,,"1 Internal Business Park, #03-12,The Synergy, Singapore Singapore Singapore SG 609917 ",IEEE+Nmap
68:28:F6,"Vubiq Networks, Inc.",MA-L,,,"9231 Irvine Blvd. Irvine California US 92618",IEEE+Nmap
44:35:6F,"Neterix",MA-L,,,"The Printworks Chester Cheshire GB CH1 4RN",IEEE+Nmap
74:2E:FC,"DirectPacket Research, Inc",MA-L,,,"909 Lake Carolyn Parkway Irving Texas US 75039",IEEE+Nmap
20:C0:6D,"SHENZHEN SPACETEK TECHNOLOGY CO.,LTD",MA-L,,,"3F, NO.2, ChaXiSanWei Industrial Park, Gushu Community, XiXiang Street, BaoAn District ShenZhen GuangDong  518100 ",IEEE+Nmap
3C:B7:92,"Hitachi Maxell, Ltd., Optronics Division",MA-L,,,"5030 Totsuka-cho, Totsuka-ku Yokohama Kanagawa JP 244-0003 ",IEEE+Nmap
74:91:BD,"Four systems Co.,Ltd.",MA-L,,,"608-608/7 Ramintra Road Kannayao Bangkok Bangkok TH 10230",IEEE+Nmap
D4:32:66,"Fike Corporation",MA-L,,,"704 SW 10th Street Blue Springs MO US 64015",IEEE+Nmap
94:8E:89,"INDUSTRIAS UNIDAS SA DE CV",MA-L,,,"CARRETERA PANAMERICANA PASTEJE JOCOTITLAN ESTADO DE MEXICO MX 50700",IEEE+Nmap
94:05:B6,"Liling FullRiver Electronics & Technology Ltd",MA-L,,,"FullRiver Industrial Area Economic Development Zone HuNan Province  CN 412200",IEEE+Nmap
38:2C:4A,"ASUSTek COMPUTER INC.",MA-L,,,"15,Li-Te Rd., Peitou, Taipei 112, Taiwan Taipei Taiwan TW 112 ",IEEE+Nmap
74:54:7D,"Cisco SPVTG",MA-L,,,"5030 Sugarloaf Parkway Lawrenceville GA US 30044",IEEE+Nmap
D4:8F:33,"Microsoft Corporation",MA-L,,,"1 Microsoft Way Redmond Washington FI 98052",IEEE+Nmap
1C:A2:B1,"ruwido austria gmbh",MA-L,,,"Koestendorferstrasse 8 Neumarkt a.W. Salzburg AT 5202",IEEE+Nmap
94:54:93,"Rigado, LLC",MA-L,,,"2601 25th ST SE, STE 200 Salem OR US 97302 ",IEEE+Nmap
34:B7:FD,"Guangzhou Younghead Electronic Technology Co.,Ltd",MA-L,,,"Room 206,Wenzhenxin Building,Block 3, No.2 Kefa RD,Hi-Tech Park, Nanshan District, Shenzhen,China Shenzhen Guangdong CN 518052 ",IEEE+Nmap
38:4B:76,"AIRTAME ApS",MA-L,,,"Vestergade 20C Copenhagen C Copenhagen DK 1456",IEEE+Nmap
1C:52:16,"DONGGUAN HELE ELECTRONICS CO., LTD",MA-L,,,"Lijiangwei Group, Dongguan City Guangdong CN 86 ",IEEE+Nmap
34:02:9B,"CloudBerry Technologies Private Limited",MA-L,,,"209, S.C.O. - 11, SECTOR 7 CHANDIGARH Punjab IN 160019 ",IEEE+Nmap
70:AF:25,"Nishiyama Industry Co.,LTD.",MA-L,,,"177-2 Fuji Shizuoka JP 419-0205",IEEE+Nmap
